的,1
一,2
是,3
不,4
了,5
在,6
有,7
我,8
人,9
他,10
這,11
個,12
們,13
來,14
大,15
為,16
上,17
時,18
能,19
以,20
和,21
要,22
說,23
就,24
到,25
地,26
可,27
那,28
國,29
會,30
也,31
中,32
生,33
子,34
著,35
出,36
你,37
家,38
多,39
得,40
年,41
用,42
麼,43
學,44
下,45
去,46
工,47
都,48
於,49
之,50
自,51
對,52
過,53
方,54
作,55
好,56
成,57
小,58
樣,59
看,60
分,61
十,62
天,63
面,64
發,65
然,66
同,67
從,68
後,69
動,70
種,71
所,72
沒,73
她,74
三,75
如,76
兩,77
又,78
此,79
事,80
道,81
還,82
而,83
業,84
起,85
主,86
二,87
行,88
現,89
數,90
經,91
心,92
因,93
想,94
但,95
很,96
些,97
點,98
當,99
物,100
只,101
與,102
長,103
前,104
水,105
本,106
開,107
民,108
法,108
其,110
見,111
進,112
定,113
實,114
日,115
把,116
知,117
最,118
問,119
等,120
體,121
高,122
已,123
各,124
外,125
裏,126
意,127
由,128
頭,129
力,130
四,131
無,132
正,133
使,134
氣,135
做,136
部,137
理,138
里,139
表,140
全,141
將,142
相,143
重,144
間,145
加,146
或,147
手,148
常,149
情,150
及,151
己,152
明,153
應,154
它,155
機,156
產,157
便,158
度,159
回,160
位,161
向,162
兒,163
公,164
少,165
形,166
電,167
老,168
候,169
果,170
量,171
幾,172
第,173
什,174
活,175
走,176
直,177
比,178
化,179
身,180
義,181
先,182
線,183
平,184
美,185
利,186
文,187
原,188
再,189
給,190
新,191
代,192
變,193
西,194
解,195
關,196
才,197
立,198
並,199
邊,200
政,201
元,202
別,202
員,204
牠,205
真,206
聲,207
合,208
教,209
話,210
每,211
太,212
更,213
五,214
叫,214
內,216
月,217
百,218
甚,219
女,220
至,221
呢,222
次,223
題,224
受,225
社,226
放,227
山,228
入,229
九,230
計,231
今,232
戰,233
東,234
怎,235
被,236
總,237
結,238
則,239
聽,240
眼,241
打,242
庭,243
名,244
光,245
路,245
口,247
車,248
必,249
命,250
反,251
角,252
性,253
書,254
六,255
軍,256
接,257
處,258
者,259
色,260
八,261
世,262
像,263
期,264
求,265
設,266
白,267
許,268
運,269
親,270
指,271
任,272
圖,273
通,274
覺,275
論,276
愛,277
條,278
式,279
門,280
例,281
界,282
即,283
且,284
海,285
港,286
萬,287
嗎,288
字,289
記,290
快,291
象,292
建,293
算,294
提,295
組,296
稱,297
近,298
卻,299
花,300
共,301
帶,302
往,303
觀,303
完,305
場,306
感,306
風,308
件,309
類,310
難,311
特,312
住,313
信,314
決,315
程,316
示,317
空,317
號,317
影,320
何,321
展,322
北,323
認,324
制,325
思,326
質,327
科,328
吃,329
較,330
半,331
市,332
球,332
取,334
望,335
強,336
流,337
笑,338
片,339
坐,340
該,341
王,342
驗,343
階,344
交,345
黨,346
區,347
早,348
保,349
造,350
千,351
極,351
熱,353
寫,354
隊,355
管,356
七,357
根,358
目,358
父,360
南,361
安,362
孩,363
資,364
非,365
神,366
改,367
切,368
師,369
媽,370
金,371
轉,372
若,373
死,374
品,375
清,376
滿,377
報,378
農,379
單,380
辦,380
級,382
馬,383
遠,384
吧,385
收,386
步,387
據,388
連,389
容,390
段,391
爭,392
離,393
服,394
跟,395
視,396
試,397
究,398
告,399
音,400
導,401
統,401
積,403
治,404
香,405
張,406
士,407
識,408
易,409
須,410
雖,411
照,412
料,413
似,414
器,415
苦,415
始,417
故,418
樂,419
整,420
術,421
革,422
精,423
火,424
傳,425
需,426
友,427
務,428
確,429
約,430
研,431
係,432
領,433
失,434
除,435
請,436
份,437
未,438
消,439
越,440
具,441
曾,442
志,443
商,444
夠,445
談,446
達,447
足,448
深,449
項,450
備,451
錢,452
輕,453
青,454
府,455
般,456
石,457
校,458
演,459
準,460
持,461
興,462
眾,463
包,464
食,465
增,466
響,467
船,468
病,469
細,469
飛,471
答,472
仍,473
習,474
值,475
列,476
米,477
亦,478
功,479
讓,480
率,481
晚,482
參,483
母,483
節,485
價,486
調,487
土,488
講,489
另,490
河,490
院,492
房,493
找,494
濟,495
基,496
拿,497
星,498
言,498
英,500
息,501
裝,502
舉,503
育,504
溫,505
隨,506
黑,507
群,508
買,509
歡,510
畫,511
史,512
勞,513
夜,514
集,515
站,516
衣,517
落,518
團,519
底,520
規,521
聯,522
誰,523
古,524
夫,525
哪,526
首,526
選,528
際,529
司,530
啊,531
推,532
刻,533
均,534
喜,535
引,536
紅,537
留,538
倒,539
漸,540
證,541
養,542
讀,543
存,544
官,545
呀,546
格,547
怕,548
斷,549
您,550
樹,551
紙,552
送,553
令,554
廣,555
製,556
專,557
幹,558
久,559
歲,559
注,559
低,562
支,563
簡,564
顯,565
醫,566
願,567
族,568
初,569
歷,570
境,571
爸,572
鐵,572
勢,574
環,575
乎,576
標,577
議,578
鬥,579
差,580
適,581
屋,582
助,583
織,584
皮,585
塊,586
哥,587
微,587
朋,587
客,590
黃,590
依,592
緊,593
油,594
拉,595
假,596
續,596
速,598
草,599
局,600
華,600
右,602
吸,603
臉,604
陽,605
終,606
考,606
素,608
破,609
腳,610
屬,611
敵,611
況,613
權,614
剛,615
圍,616
技,617
費,618
置,619
句,620
城,620
嚴,622
止,623
男,624
忙,625
態,626
害,627
排,628
錯,629
穿,630
密,631
致,632
鐘,633
弟,634
急,635
賽,636
兵,637
供,638
訴,638
台,640
否,641
靜,642
睡,643
左,644
查,645
林,646
壓,647
某,647
勝,649
劃,650
廠,650
察,652
擊,653
洲,654
午,655
周,656
絕,657
停,658
繼,659
帝,660
藝,660
傷,662
居,663
魚,663
跑,665
語,666
派,667
念,668
紀,669
葉,670
奇,671
賣,672
餘,673
班,674
省,674
唱,676
味,677
德,678
室,679
充,680
圓,681
雨,682
防,683
銀,684
負,685
責,686
毛,687
竟,688
爺,689
幫,690
液,691
射,692
配,692
酒,694
睛,695
律,696
狀,696
構,698
系,699
盡,700
血,700
飯,702
歌,703
布,704
採,705
趕,705
冷,707
怪,708
靠,708
委,710
效,711
壞,712
復,713
投,714
慢,715
燈,716
木,717
獲,718
案,719
雙,719
洋,721
層,722
含,723
護,723
彈,725
臺,726
待,727
修,728
尤,729
昨,730
突,731
討,732
村,733
沙,734
批,735
減,735
貨,737
課,738
啦,739
堅,740
敢,740
亮,742
預,742
筆,744
誤,745
既,746
述,746
短,748
汽,749
拍,750
營,751
頂,752
席,753
趣,753
限,755
藥,756
固,757
植,758
警,758
維,760
抗,761
忽,762
概,763
呼,764
章,764
腦,766
互,767
股,768
亂,769
座,770
距,771
武,772
劇,773
顧,774
創,775
印,776
希,777
亞,778
激,778
燒,778
隻,778
雜,778
職,783
輸,783
練,785
端,786
朝,787
替,788
佈,789
險,789
免,791
施,791
獨,793
缺,794
舊,795
景,796
婦,797
旁,798
姐,799
源,799
陣,801
祖,802
僅,803
謂,803
擔,805
測,806
江,807
異,807
乘,809
曲,809
牛,809
跳,812
換,813
富,814
驚,815
遇,816
困,817
按,818
略,818
惡,820
永,821
良,822
型,823
嘴,824
園,825
懷,826
鄉,827
檢,828
克,829
升,830
封,831
板,832
店,833
守,834
陸,834
背,836
救,837
玩,838
烈,839
禮,840
善,841
痛,842
殺,843
括,844
毒,845
戲,846
攻,846
蘇,848
普,849
透,850
途,851
肉,852
肯,853
沈,854
煙,854
田,856
優,857
娘,858
付,859
漢,860
敗,861
幸,862
春,863
暗,864
綠,865
尺,866
模,867
熟,867
偉,869
掉,870
央,871
婚,872
錄,873
野,874
益,875
麗,876
材,877
散,878
票,878
鏡,880
喝,881
序,881
菜,883
判,884
骨,884
巴,886
樓,887
灣,888
搖,889
附,890
露,890
策,892
款,893
衛,893
歐,895
罷,896
盛,897
諾,898
乾,899
楚,900
莊,900
咱,902
逐,903
染,904
疑,905
季,906
移,907
蟲,908
零,909
床,910
健,911
街,911
雪,911
旅,914
粉,915
介,916
順,917
忘,918
佔,919
斯,919
絲,919
訓,919
滅,923
雲,924
縣,925
福,926
鼓,927
折,928
窗,929
夏,930
衝,931
宣,932
翠,932
降,934
游,935
針,935
酸,937
岸,938
愈,939
橋,939
鋼,941
追,942
氧,943
舞,944
堂,945
聞,946
弄,947
寶,948
危,949
複,950
妹,951
協,952
哭,953
喊,954
謝,955
洗,956
超,956
硬,958
浪,959
範,959
懂,961
揮,962
宗,963
甲,964
燃,965
鮮,966
貴,967
評,968
凡,969
架,969
臨,971
棉,972
耳,973
館,973
齊,973
彩,976
抽,976
輪,976
迎,976
努,980
翻,980
干,982
遍,982
抱,984
觸,984
髮,984
孔,987
遊,987
徒,989
毫,990
訪,990
沿,992
阿,993
唯,994
搜,994
培,996
盤,997
州,998
企,999
讚,999
豐,999
靈,999
康,1003
紛,1004
京,1005
亡,1006
泥,1006
波,1006
倍,1009
羅,1010
詩,1010
混,1012
仔,1013
尚,1014
招,1014
廿,1016
副,1017
姑,1017
徑,1017
稅,1020
匪,1021
釋,1022
圈,1023
慣,1023
槍,1025
氏,1025
握,1027
私,1027
蛋,1029
刀,1030
巨,1030
承,1032
財,1033
退,1034
額,1034
威,1036
妳,1037
紹,1038
歸,1039
侵,1040
束,1041
避,1041
兄,1043
築,1043
厘,1045
休,1046
擺,1046
遭,1048
戶,1049
控,1049
莫,1051
迷,1051
童,1053
頓,1053
桌,1055
績,1055
慮,1057
爬,1057
瓶,1059
擴,1060
宜,1061
補,1062
顏,1063
脫,1064
恐,1065
伸,1066
執,1066
末,1068
鎮,1069
套,1070
鬧,1070
畢,1072
鳥,1073
罪,1074
枝,1075
島,1076
掌,1076
湖,1076
吹,1079
編,1079
尋,1081
禁,1081
蓋,1081
弱,1084
李,1085
犯,1086
擇,1087
秋,1087
藏,1087
茶,1090
伯,1091
攝,1091
默,1091
繁,1094
陳,1095
荷,1096
穩,1097
諸,1098
垂,1099
尼,1100
篇,1100
勇,1102
磁,1102
秘,1102
餐,1102
刺,1106
偏,1107
晨,1108
姓,1109
胞,1110
君,1111
雞,1111
億,1113
奶,1114
狗,1115
掛,1116
醒,1117
厚,1118
礦,1119
菌,1120
污,1121
爾,1121
寒,1123
伙,1124
斜,1124
堆,1126
映,1127
銷,1128
奮,1129
儀,1130
杯,1130
登,1130
揚,1133
袋,1133
索,1135
冰,1136
探,1136
橫,1136
溶,1139
忍,1140
暴,1140
逃,1140
冬,1143
抓,1144
獻,1144
遺,1144
勵,1147
哈,1148
損,1149
淚,1150
牙,1150
榮,1152
幕,1153
播,1153
詞,1153
聚,1156
促,1157
借,1157
偶,1159
稍,1159
航,1159
訂,1162
博,1163
搬,1164
森,1165
奪,1166
菁,1166
週,1166
閃,1169
隔,1169
享,1171
抵,1171
潮,1173
碰,1173
朵,1175
載,1175
寬,1177
幣,1177
監,1179
灰,1180
純,1180
腿,1182
輛,1182
玻,1184
域,1185
悲,1185
淡,1185
雄,1188
抬,1189
阻,1189
乃,1191
勁,1191
核,1191
覆,1191
逼,1195
銅,1195
佛,1197
蒸,1197
鞋,1199
斤,1200
胡,1200
震,1200
劣,1203
巧,1203
洞,1203
潔,1206
擁,1207
督,1207
丈,1209
勸,1209
貌,1211
麥,1211
愉,1213
購,1213
售,1215
尊,1216
麻,1217
彼,1218
陰,1218
濕,1220
縮,1220
貿,1220
插,1223
顆,1223
智,1225
肥,1225
敬,1227
惜,1228
龍,1229
搞,1230
粒,1230
儘,1232
璃,1233
乏,1234
膠,1235
賞,1236
鬆,1236
糧,1238
壁,1239
跡,1240
叔,1241
頻,1241
謀,1243
尾,1244
磨,1244
皇,1246
猛,1247
緣,1248
鬼,1248
患,1250
礎,1251
奏,1252
獎,1252
哲,1254
膚,1255
耐,1256
軸,1256
偷,1258
粗,1258
迅,1260
浮,1261
哩,1262
遲,1262
爆,1264
羊,1265
佳,1266
摸,1266
夢,1268
幼,1268
側,1270
憑,1270
泡,1270
碎,1273
鹽,1274
廢,1275
挑,1275
婆,1277
岩,1277
泣,1277
蒙,1277
跌,1281
煩,1282
秒,1282
俄,1284
汗,1284
煤,1284
窮,1284
箱,1284
繪,1284
蘭,1284
仰,1291
描,1291
飾,1291
殘,1294
版,1294
繞,1294
尖,1297
衹,1297
訊,1297
碗,1300
盆,1301
操,1302
氫,1303
縱,1303
欲,1305
番,1305
嫂,1307
腰,1307
牌,1309
肩,1309
冒,1311
幅,1311
累,1313
舒,1313
傾,1315
奔,1315
暫,1317
豆,1317
壯,1319
擦,1320
玉,1320
典,1322
巿,1322
薄,1322
滑,1325
詳,1325
頁,1327
皆,1328
夾,1329
糖,1330
憐,1331
梁,1331
授,1333
徵,1334
捕,1335
剩,1336
鄰,1336
旋,1338
涼,1338
盾,1338
延,1341
械,1341
碼,1343
屆,1344
恢,1344
迫,1344
予,1347
召,1347
措,1347
珠,1347
琴,1351
妻,1352
宋,1352
陷,1352
俗,1355
彎,1355
宇,1357
殖,1357
冊,1359
瞧,1359
衡,1361
塞,1362
徹,1362
誠,1362
鑽,1362
壤,1366
妙,1366
廳,1368
緩,1368
閉,1370
渡,1371
罵,1371
彿,1373
旗,1373
宮,1375
戴,1376
析,1376
符,1376
暖,1379
納,1379
藍,1379
闊,1379
漠,1383
療,1383
伴,1385
坡,1385
彷,1385
截,1385
棒,1389
仿,1390
猶,1390
挺,1392
艱,1393
躺,1393
役,1395
悄,1395
鼻,1397
乙,1398
競,1398
聖,1398
網,1401
剪,1402
災,1402
藉,1402
障,1402
割,1406
狂,1407
署,1407
虎,1407
姿,1410
欣,1411
珍,1411
纔,1413
貓,1413
踐,1415
躍,1415
矛,1417
援,1418
邦,1418
棄,1420
齡,1420
啟,1422
裂,1422
寄,1424
拖,1424
貼,1424
伍,1427
殊,1427
袖,1429
紡,1430
柱,1431
池,1431
申,1431
拜,1434
炸,1434
臟,1434
朗,1437
貢,1438
倆,1439
竹,1439
虛,1439
辛,1439
墨,1443
辭,1443
倫,1445
怒,1445
瓜,1447
胸,1447
趨,1447
填,1450
哦,1451
牲,1451
卡,1453
唐,1453
憶,1455
淨,1455
踏,1455
軟,1455
怨,1459
憂,1459
樁,1459
滴,1459
濃,1459
埋,1464
寧,1464
征,1464
扇,1464
塑,1468
飲,1468
駛,1468
勉,1471
曉,1471
漁,1471
碳,1474
兼,1475
嚇,1475
慰,1475
搶,1475
審,1479
捉,1479
繩,1481
餓,1481
敘,1483
估,1484
呈,1484
悶,1484
泛,1484
祝,1484
貧,1484
疾,1490
厲,1491
膽,1491
嘛,1493
摩,1493
陪,1493
寂,1496
撲,1497
邀,1498
騎,1498
輝,1500
勤,1501
孤,1501
擠,1501
谷,1501
帽,1505
蜂,1505
塗,1507
旦,1507
秦,1507
串,1510
呆,1510
嗯,1512
駕,1512
咬,1514
毀,1514
孫,1516
慶,1516
削,1518
拔,1518
帳,1520
伏,1521
惟,1522
眉,1522
辯,1522
准,1525
抑,1525
脈,1525
恰,1528
灌,1528
頗,1528
蒼,1531
拒,1532
棵,1532
肚,1534
稻,1535
菲,1535
湯,1537
瘋,1537
祇,1537
仗,1540
剝,1540
哎,1540
牧,1543
腐,1543
悉,1545
殼,1545
煉,1545
劑,1548
恨,1548
搭,1548
爐,1548
秀,1548
簽,1548
緒,1548
豬,1548
閒,1548
井,1557
窩,1557
撞,1559
匆,1560
宿,1560
憤,1560
晶,1560
滾,1560
牆,1560
昏,1566
鉛,1567
甘,1568
膀,1568
違,1568
忠,1571
戒,1571
淺,1571
爛,1571
猜,1575
掃,1576
溝,1576
潤,1576
甜,1576
耕,1576
遷,1576
獄,1582
凝,1583
噴,1583
糊,1585
吐,1586
姊,1586
躲,1586
騰,1586
卷,1590
罰,1590
敲,1592
稀,1592
振,1594
貫,1594
疲,1596
筋,1596
嘗,1598
瓦,1598
慌,1600
漂,1600
裁,1602
賴,1603
欠,1604
漫,1604
賺,1604
肅,1607
柴,1608
赤,1608
焦,1610
荒,1610
丟,1612
桿,1612
盼,1612
臂,1615
臣,1615
涉,1617
聰,1617
閱,1617
嘆,1620
胎,1620
匯,1622
租,1622
脹,1622
膜,1622
仙,1626
吉,1626
刊,1628
冠,1629
慧,1629
縫,1631
誌,1631
遵,1631
喪,1634
纖,1635
峰,1636
柔,1636
澳,1636
輩,1636
駐,1636
哀,1641
弓,1641
炮,1641
茫,1641
幻,1645
箭,1645
膨,1645
薪,1645
蜜,1645
椅,1650
稿,1650
楊,1652
籍,1652
仁,1654
叢,1654
墻,1654
松,1654
症,1654
礙,1654
賓,1660
撤,1661
醉,1661
烏,1663
坦,1664
揭,1664
敏,1664
泳,1664
齒,1664
辨,1669
伊,1670
恩,1670
宙,1672
拾,1672
籃,1672
雷,1672
澱,1676
紗,1677
融,1677
豈,1677
偽,1680
拋,1680
肌,1680
刑,1683
湧,1683
傅,1685
勻,1686
奉,1686
肺,1686
懸,1689
耀,1689
韓,1689
川,1692
瘦,1692
盟,1694
喚,1695
紋,1695
塵,1697
捨,1697
厭,1699
宅,1699
矩,1699
隱,1699
鼠,1699
倘,1704
凍,1704
歇,1704
燕,1704
驟,1704
嬸,1709
繳,1709
鈴,1709
溜,1712
皿,1712
籠,1712
譬,1712
飄,1712
潛,1717
疏,1717
禍,1717
胃,1717
霧,1717
瞭,1722
脂,1722
豪,1722
貝,1725
卵,1726
奴,1726
戀,1726
釘,1726
飽,1726
卓,1731
擾,1731
返,1731
錶,1731
庫,1735
泰,1735
獵,1735
紫,1735
耗,1735
腸,1735
舖,1735
鋒,1735
鹼,1735
疊,1744
蝕,1744
塔,1746
牽,1746
蓮,1748
刷,1749
廷,1749
慘,1749
鍋,1749
敦,1753
添,1753
蛇,1753
蹤,1753
崇,1757
循,1757
梯,1757
瓷,1757
傲,1761
捧,1761
獸,1761
漏,1764
癌,1764
匹,1766
沖,1766
芬,1766
魂,1766
舌,1770
洪,1771
眠,1771
遞,1771
曆,1774
犧,1774
玳,1774
瑁,1774
郵,1774
騙,1779
丹,1780
劍,1780
屈,1782
托,1782
衫,1782
邁,1782
銳,1782
櫃,1787
畜,1787
鳴,1787
丁,1790
妖,1790
潑,1790
奧,1793
憲,1793
牢,1793
譽,1793
徐,1797
掩,1797
漲,1797
紮,1797
喫,1801
妨,1801
嫌,1801
溪,1801
脅,1801
挖,1806
巾,1807
掙,1807
皺,1807
披,1810
拼,1810
爽,1810
筒,1810
抖,1814
扯,1814
撥,1814
鴉,1814
傻,1818
註,1818
錦,1818
塘,1821
嶺,1821
籌,1821
賠,1821
弧,1825
麵,1825
寸,1827
愁,1827
株,1829
浸,1830
腔,1830
覽,1830
郊,1830
鎖,1830
儲,1835
吵,1836
晉,1836
償,1838
惱,1838
扶,1838
滋,1838
痕,1838
紐,1838
悠,1844
睜,1844
嫁,1846
斗,1846
繫,1846
募,1849
吳,1849
扮,1849
沉,1849
漆,1849
譯,1849
虧,1855
趁,1855
鋪,1855
喉,1858
廟,1858
鞏,1858
吞,1861
熊,1861
逢,1861
哼,1864
摘,1864
矮,1864
砂,1864
綜,1864
肢,1864
舅,1864
艘,1864
酬,1864
奈,1873
炎,1873
舍,1873
錐,1873
倡,1877
倉,1877
僑,1877
慈,1877
戚,1877
曬,1877
脾,1877
隆,1877
允,1885
擲,1885
贊,1885
閣,1885
黎,1885
廉,1890
恆,1890
橡,1890
褲,1890
叛,1894
幽,1894
糾,1894
翅,1894
址,1898
挽,1898
賢,1898
轟,1898
鵝,1898
伐,1903
嚷,1903
扣,1903
欺,1903
洛,1903
硫,1903
絡,1903
遮,1903
脊,1911
龐,1911
呵,1913
翼,1913
蓄,1913
衰,1913
賊,1913
嬰,1918
拆,1918
沸,1918
輔,1918
挨,1922
翁,1922
萄,1922
葡,1922
襲,1922
輯,1922
蔣,1928
樸,1929
蕩,1929
駝,1929
狠,1932
盒,1932
遂,1932
雀,1932
倦,1936
匠,1936
峽,1936
灘,1936
詢,1936
栽,1941
糟,1941
脆,1941
軌,1941
廈,1945
摔,1945
咐,1947
壽,1947
撒,1947
臥,1947
遼,1947
坑,1952
屍,1952
桶,1952
蓬,1952
雕,1952
勿,1957
鴨,1957
懶,1959
煮,1960
狹,1960
猿,1960
盜,1960
鍵,1960
驅,1960
晴,1966
暑,1966
疼,1966
蘆,1966
后,1970
燭,1970
苗,1970
誼,1970
郎,1970
釣,1970
劉,1976
慎,1976
昇,1978
赴,1978
隸,1978
魏,1978
堪,1982
斑,1982
渾,1982
燥,1982
蔬,1982
儒,1987
抹,1987
緻,1987
遙,1987
慕,1991
枯,1991
傑,1993
昂,1993
兔,1995
斥,1995
采,1995
嚮,1998
娃,1998
嫩,1998
廚,1998
拘,1998
濫,1998
濾,1998
兇,2005
捲,2005
桃,2005
瞎,2005
魔,2005
俺,2010
懼,2010
譏,2010
顫,2010
仇,2014
妥,2014
娛,2014
弦,2014
鋁,2014
攀,2019
晃,2019
秤,2019
秩,2019
臘,2019
芽,2019
鄭,2019
陶,2019
刮,2027
嘻,2027
罩,2027
臭,2027
診,2027
宴,2032
擋,2032
肝,2032
艇,2032
艦,2032
亭,2037
吨,2037
崗,2037
悟,2037
蠟,2037
泉,2042
浴,2042
溉,2042
鈔,2042
扎,2046
扭,2046
攜,2046
姻,2049
氛,2049
爵,2049
贏,2049
併,2053
埃,2053
毅,2053
渴,2053
漿,2053
狼,2053
猴,2053
罐,2053
貸,2053
雅,2053
債,2063
咽,2063
喘,2063
昌,2063
炭,2063
綁,2063
葬,2063
董,2063
酷,2063
旨,2072
欄,2072
津,2072
駱,2072
懇,2076
畝,2076
誕,2076
遣,2076
魯,2076
哇,2081
碟,2081
綱,2081
裹,2081
餅,2081
驕,2081
唸,2087
拳,2087
摧,2087
頑,2087
占,2091
悔,2091
撫,2091
攪,2091
淋,2091
纏,2091
胖,2091
襯,2091
捷,2099
碧,2099
羽,2099
闢,2099
傍,2103
廊,2103
悅,2103
擬,2103
柳,2103
爹,2103
蕉,2103
蛙,2103
誇,2103
辱,2103
逗,2103
乳,2114
押,2114
轎,2114
黏,2114
玲,2118
盲,2118
賭,2118
跪,2118
唉,2122
夕,2122
腹,2122
蠶,2122
裳,2122
贈,2122
醜,2122
湊,2129
頸,2129
侯,2131
勒,2131
媳,2131
掀,2131
柏,2131
汪,2131
趟,2131
蹲,2131
卑,2139
吩,2139
噢,2139
喂,2142
孕,2142
宵,2142
旱,2142
曼,2142
挫,2147
旺,2147
榜,2147
氯,2147
逆,2147
皂,2152
膝,2152
吏,2154
碌,2154
鉤,2154
勃,2157
堡,2157
寞,2157
稼,2157
艙,2157
誓,2157
劫,2163
啥,2163
惑,2163
攏,2163
灑,2163
窄,2163
隋,2163
霸,2163
俱,2171
划,2171
圾,2171
枚,2171
胚,2171
跨,2171
霞,2171
傘,2178
暢,2178
殲,2178
蘋,2178
馳,2178
孟,2183
扔,2183
擱,2183
笨,2183
茹,2183
諒,2183
僧,2189
莖,2189
迴,2189
鑒,2189
頃,2189
鱗,2189
喲,2195
蹈,2195
丘,2197
偵,2197
勾,2197
壘,2197
濱,2197
聊,2197
脖,2197
陌,2197
隙,2197
嘩,2206
宦,2206
拱,2206
昆,2206
御,2210
掏,2210
梅,2210
疆,2210
催,2214
寺,2214
祥,2214
緯,2214
肪,2214
恥,2219
愚,2219
惹,2219
攤,2219
樑,2219
泌,2219
羞,2219
蟻,2219
託,2219
謹,2219
邱,2219
飢,2219
佩,2231
巡,2231
弔,2231
棍,2231
棚,2231
歪,2231
畏,2231
箏,2231
縛,2231
誘,2231
輻,2231
匙,2242
壺,2242
寓,2242
捏,2242
撐,2242
瑪,2242
吻,2248
攔,2248
渠,2248
焊,2248
燦,2248
箇,2248
薩,2248
券,2255
娶,2255
慨,2255
揀,2255
槽,2255
氮,2255
砍,2255
謠,2255
闖,2255
廝,2264
朱,2264
瑞,2264
盞,2264
竊,2264
腺,2264
郡,2264
飼,2264
乞,2272
咳,2272
帕,2272
汁,2272
澤,2272
芒,2272
