#现代汉语语料库汉字频率表,,,,
#语料规模:2000万字,,,,
#只列入出现次数大于5次的字,,,,
#下载自www.cncorpus.org语料库在线网站,,,,
,,,,
,,,,
id,汉字,出现次数,频率（%）,累积频率（%）
1415,妙,1239,0.008,94.13120000000018
1416,疾,1238,0.008,94.13920000000017
1417,肩,1236,0.0079,94.14710000000018
1418,炎,1235,0.0079,94.15500000000019
1419,偷,1234,0.0079,94.16290000000019
1420,赤,1233,0.0079,94.1708000000002
1421,灾,1233,0.0079,94.1787000000002
1422,恒,1230,0.0079,94.18660000000021
1423,孤,1228,0.0079,94.19450000000022
1424,仁,1228,0.0079,94.20240000000022
1425,腔,1228,0.0079,94.21030000000023
1426,杯,1226,0.0079,94.21820000000024
1427,乃,1225,0.0079,94.22610000000024
1428,稀,1222,0.0079,94.23400000000025
1429,恢,1222,0.0079,94.24190000000026
1430,违,1220,0.0078,94.24970000000026
1431,伊,1217,0.0078,94.25750000000026
1432,挺,1215,0.0078,94.26530000000027
1433,乙,1210,0.0078,94.27310000000027
1434,拜,1206,0.0078,94.28090000000027
1435,焦,1205,0.0077,94.28860000000027
1436,锋,1204,0.0077,94.29630000000027
1437,铺,1203,0.0077,94.31170000000027
1438,颗,1203,0.0077,94.30400000000027
1439,滑,1201,0.0077,94.31940000000027
1440,敏,1194,0.0077,94.32710000000027
1441,洁,1190,0.0077,94.33480000000027
1442,嘛,1189,0.0076,94.35000000000026
1443,凝,1189,0.0076,94.35760000000026
1444,凉,1189,0.0076,94.34240000000027
1445,杜,1188,0.0076,94.36520000000026
1446,凭,1187,0.0076,94.37280000000025
1447,勒,1186,0.0076,94.38040000000025
1448,爆,1186,0.0076,94.38800000000025
1449,递,1186,0.0076,94.39560000000024
1450,鞋,1186,0.0076,94.40320000000024
1451,迁,1185,0.0076,94.41080000000024
1452,秦,1184,0.0076,94.41840000000023
1453,桂,1183,0.0076,94.42600000000023
1454,璃,1174,0.0076,94.43360000000023
1455,摄,1173,0.0075,94.44110000000022
1456,叹,1171,0.0075,94.44860000000021
1457,峰,1168,0.0075,94.4561000000002
1458,牧,1165,0.0075,94.4636000000002
1459,恨,1163,0.0075,94.47110000000019
1460,糖,1162,0.0075,94.48610000000018
1461,骂,1162,0.0075,94.47860000000018
1462,贴,1160,0.0075,94.49360000000017
1463,紫,1160,0.0075,94.50110000000016
1464,壤,1158,0.0074,94.50850000000017
1465,辛,1157,0.0074,94.51590000000017
1466,仰,1157,0.0074,94.52330000000018
1467,腐,1154,0.0074,94.53070000000018
1468,割,1153,0.0074,94.53810000000018
1469,辈,1152,0.0074,94.54550000000019
1470,君,1151,0.0074,94.5529000000002
1471,泡,1149,0.0074,94.5603000000002
1472,郭,1146,0.0074,94.5677000000002
1473,呆,1141,0.0073,94.5750000000002
1474,番,1140,0.0073,94.5823000000002
1475,励,1138,0.0073,94.5896000000002
1476,乳,1133,0.0073,94.6042000000002
1477,亿,1133,0.0073,94.5969000000002
1478,兼,1131,0.0073,94.6115000000002
1479,昨,1130,0.0073,94.6188000000002
1480,刊,1127,0.0072,94.6260000000002
1481,擦,1122,0.0072,94.6332000000002
1482,迟,1116,0.0072,94.6404000000002
1483,拔,1115,0.0072,94.6476000000002
1484,丹,1110,0.0071,94.65470000000019
1485,彼,1106,0.0071,94.66180000000018
1486,搬,1105,0.0071,94.66890000000018
1487,眉,1105,0.0071,94.67600000000017
1488,滴,1103,0.0071,94.68310000000017
1489,朵,1102,0.0071,94.69020000000016
1490,畜,1101,0.0071,94.69730000000015
1491,遵,1101,0.0071,94.70440000000015
1492,逻,1099,0.0071,94.71150000000014
1493,患,1098,0.0071,94.72570000000013
1494,奥,1098,0.0071,94.71860000000014
1495,耕,1097,0.0071,94.73280000000013
1496,忠,1097,0.0071,94.73990000000012
1497,鉴,1095,0.007,94.74690000000012
1498,挤,1090,0.007,94.75390000000013
1499,滚,1089,0.007,94.76090000000013
1500,壳,1087,0.007,94.76790000000014
1501,厅,1084,0.007,94.77490000000014
1502,旦,1083,0.007,94.78190000000015
1503,炸,1082,0.007,94.79590000000016
1504,塔,1082,0.007,94.78890000000015
1505,频,1081,0.007,94.80290000000016
1506,弯,1081,0.007,94.80990000000017
1507,狂,1080,0.0069,94.81680000000017
1508,陶,1079,0.0069,94.82370000000017
1509,晓,1078,0.0069,94.83060000000017
1510,柳,1074,0.0069,94.83750000000018
1511,炉,1073,0.0069,94.84440000000018
1512,宏,1069,0.0069,94.85130000000018
1513,愤,1067,0.0069,94.85820000000018
1514,瞧,1066,0.0069,94.86510000000018
1515,箱,1065,0.0068,94.87190000000018
1516,扑,1064,0.0068,94.87870000000018
1517,暂,1061,0.0068,94.88550000000018
1518,盆,1060,0.0068,94.89230000000018
1519,瓶,1058,0.0068,94.89910000000017
1520,柱,1056,0.0068,94.90590000000017
1521,辉,1055,0.0068,94.91270000000017
1522,雅,1054,0.0068,94.91950000000017
1523,衰,1053,0.0068,94.92630000000017
1524,洛,1050,0.0068,94.93310000000017
1525,朗,1047,0.0067,94.93980000000016
1526,琴,1046,0.0067,94.94650000000016
1527,腹,1045,0.0067,94.95320000000015
1528,牲,1041,0.0067,94.95990000000015
1529,黎,1038,0.0067,94.96660000000014
1530,肃,1033,0.0066,94.97320000000015
1531,雾,1033,0.0066,94.97980000000015
1532,冠,1033,0.0066,94.98640000000016
1533,伪,1032,0.0066,94.99300000000017
1534,幻,1030,0.0066,94.99960000000017
1535,仔,1027,0.0066,95.00620000000018
1536,杰,1026,0.0066,95.01280000000018
1537,烦,1023,0.0066,95.01940000000019
1538,悟,1022,0.0066,95.0260000000002
1539,荷,1021,0.0066,95.0326000000002
1540,晨,1021,0.0066,95.0392000000002
1541,甘,1020,0.0066,95.04580000000021
1542,饱,1018,0.0065,95.05230000000022
1543,飘,1015,0.0065,95.05880000000022
1544,芳,1015,0.0065,95.06530000000022
1545,肌,1014,0.0065,95.07180000000022
1546,舒,1012,0.0065,95.07830000000023
1547,惜,1006,0.0065,95.08480000000023
1548,丧,1004,0.0065,95.09130000000023
1549,肚,1003,0.0065,95.09780000000023
1550,灌,997,0.0064,95.10420000000023
1551,抑,994,0.0064,95.11700000000023
1552,鸣,994,0.0064,95.11060000000023
1553,辞,993,0.0064,95.12340000000023
1554,宙,990,0.0064,95.12980000000023
1555,邻,988,0.0064,95.13620000000023
1556,昌,987,0.0063,95.14250000000023
1557,扫,986,0.0063,95.14880000000022
1558,赖,983,0.0063,95.15510000000022
1559,泉,980,0.0063,95.16140000000021
1560,肠,979,0.0063,95.16770000000021
1561,鼠,979,0.0063,95.1740000000002
1562,援,979,0.0063,95.1803000000002
1563,墨,976,0.0063,95.1866000000002
1564,啥,975,0.0063,95.1929000000002
1565,祥,972,0.0063,95.19920000000019
1566,储,971,0.0062,95.2054000000002
1567,萨,970,0.0062,95.21780000000021
1568,裁,970,0.0062,95.2116000000002
1569,奉,969,0.0062,95.22400000000022
1570,傅,968,0.0062,95.23020000000022
1571,姿,961,0.0062,95.23640000000023
1572,埋,961,0.0062,95.24260000000024
1573,亩,959,0.0062,95.24880000000024
1574,犹,958,0.0062,95.25500000000025
1575,瓜,956,0.0061,95.26720000000026
1576,咬,956,0.0061,95.26110000000025
1577,粘,955,0.0061,95.27940000000027
1578,芽,955,0.0061,95.28550000000027
1579,吐,955,0.0061,95.27330000000026
1580,昆,954,0.0061,95.29160000000027
1581,估,954,0.0061,95.29770000000028
1582,租,954,0.0061,95.30380000000028
1583,碗,953,0.0061,95.30990000000028
1584,轨,952,0.0061,95.31600000000029
1585,稻,951,0.0061,95.32210000000029
1586,纲,949,0.0061,95.3343000000003
1587,役,949,0.0061,95.3282000000003
1588,勃,948,0.0061,95.3404000000003
1589,毁,948,0.0061,95.3465000000003
1590,烂,948,0.0061,95.35260000000031
1591,昏,948,0.0061,95.35870000000031
1592,隆,947,0.0061,95.37090000000032
1593,饰,947,0.0061,95.36480000000032
1594,曹,946,0.0061,95.37700000000032
1595,仙,941,0.0061,95.38920000000033
1596,夹,941,0.0061,95.38310000000033
1597,爹,939,0.006,95.39520000000033
1598,郑,938,0.006,95.40120000000033
1599,闲,936,0.006,95.40720000000033
1600,柔,936,0.006,95.41320000000033
1601,吓,935,0.006,95.41920000000033
1602,嫂,934,0.006,95.42520000000033
1603,巩,933,0.006,95.43120000000033
1604,亏,931,0.006,95.43720000000033
1605,帽,930,0.006,95.44320000000033
1606,浅,930,0.006,95.44920000000033
1607,详,929,0.006,95.45520000000033
1608,斜,929,0.006,95.46120000000033
1609,佳,928,0.006,95.46720000000033
1610,饮,927,0.006,95.47320000000033
1611,猫,925,0.0059,95.47910000000033
1612,杆,923,0.0059,95.48500000000033
1613,恋,921,0.0059,95.49090000000032
1614,凤,921,0.0059,95.49680000000032
1615,缝,920,0.0059,95.50270000000032
1616,疏,919,0.0059,95.50860000000031
1617,扶,918,0.0059,95.51450000000031
1618,厉,915,0.0059,95.52040000000031
1619,喷,915,0.0059,95.5263000000003
1620,截,911,0.0059,95.5322000000003
1621,扰,908,0.0058,95.5380000000003
1622,拨,907,0.0058,95.54380000000029
1623,雕,906,0.0058,95.54960000000028
1624,码,904,0.0058,95.55540000000028
1625,瑞,904,0.0058,95.56120000000027
1626,讯,901,0.0058,95.56700000000026
1627,莲,899,0.0058,95.57280000000026
1628,邦,899,0.0058,95.57860000000025
1629,贷,897,0.0058,95.58440000000024
1630,丢,896,0.0058,95.59020000000024
1631,慌,895,0.0058,95.59600000000023
1632,寿,893,0.0057,95.60170000000024
1633,毅,891,0.0057,95.60740000000024
1634,漂,890,0.0057,95.61310000000024
1635,屈,890,0.0057,95.62450000000025
1636,涂,890,0.0057,95.61880000000025
1637,蜂,889,0.0057,95.63020000000026
1638,猎,888,0.0057,95.63590000000026
1639,氯,887,0.0057,95.64160000000027
1640,劝,886,0.0057,95.64730000000027
1641,柴,883,0.0057,95.65300000000028
1642,悉,882,0.0057,95.65870000000028
1643,狠,882,0.0057,95.66440000000028
1644,岗,881,0.0057,95.6758000000003
1645,饲,881,0.0057,95.67010000000029
1646,祝,878,0.0056,95.6814000000003
1647,皆,877,0.0056,95.6870000000003
1648,罚,873,0.0056,95.6926000000003
1649,躺,872,0.0056,95.6982000000003
1650,桃,872,0.0056,95.7038000000003
1651,猴,868,0.0056,95.7094000000003
1652,宿,867,0.0056,95.7150000000003
1653,锅,866,0.0056,95.7262000000003
1654,胶,866,0.0056,95.7206000000003
1655,偿,865,0.0056,95.7318000000003
1656,宾,863,0.0056,95.7374000000003
1657,译,863,0.0056,95.74300000000031
1658,袭,862,0.0055,95.7540000000003
1659,串,862,0.0055,95.7485000000003
1660,申,861,0.0055,95.7595000000003
1661,捉,858,0.0055,95.7705000000003
1662,挖,858,0.0055,95.7650000000003
1663,窝,856,0.0055,95.7760000000003
1664,踏,855,0.0055,95.78150000000029
1665,邓,855,0.0055,95.78700000000029
1666,允,852,0.0055,95.79250000000029
1667,舌,852,0.0055,95.79800000000029
1668,溜,851,0.0055,95.80350000000028
1669,驻,850,0.0055,95.81450000000028
1670,膀,850,0.0055,95.80900000000028
1671,渔,849,0.0055,95.82000000000028
1672,纠,848,0.0055,95.82550000000028
1673,冻,847,0.0054,95.83090000000027
1674,扭,845,0.0054,95.83630000000026
1675,臣,845,0.0054,95.84170000000026
1676,埃,841,0.0054,95.84710000000025
1677,辐,840,0.0054,95.85250000000025
1678,闷,835,0.0054,95.86330000000024
1679,涨,835,0.0054,95.85790000000024
1680,签,833,0.0054,95.86870000000023
1681,秒,831,0.0053,95.87400000000024
1682,贺,831,0.0053,95.87930000000024
1683,耀,831,0.0053,95.88460000000025
1684,辨,829,0.0053,95.88990000000025
1685,燕,828,0.0053,95.90580000000027
1686,慰,828,0.0053,95.90050000000026
1687,颇,828,0.0053,95.89520000000026
1688,债,826,0.0053,95.91110000000027
1689,肺,826,0.0053,95.91640000000028
1690,逼,826,0.0053,95.92170000000029
1691,魂,825,0.0053,95.92700000000029
1692,匆,825,0.0053,95.9323000000003
1693,旺,824,0.0053,95.9376000000003
1694,姻,823,0.0053,95.94290000000031
1695,吞,821,0.0053,95.94820000000031
1696,甜,820,0.0053,95.95350000000032
1697,吨,814,0.0052,95.95870000000032
1698,搭,812,0.0052,95.96390000000032
1699,屏,812,0.0052,95.96910000000032
1700,掩,812,0.0052,95.97430000000033
1701,涌,811,0.0052,95.97950000000033
1702,袁,807,0.0052,95.98470000000033
1703,汤,806,0.0052,95.98990000000033
1704,岭,805,0.0052,95.99510000000033
1705,拟,800,0.0051,96.00020000000033
1706,慧,799,0.0051,96.00530000000033
1707,郎,798,0.0051,96.01040000000033
1708,瘦,796,0.0051,96.01550000000033
1709,阅,794,0.0051,96.02060000000033
1710,辆,793,0.0051,96.02570000000033
1711,填,792,0.0051,96.03590000000032
1712,袖,792,0.0051,96.03080000000033
1713,匀,791,0.0051,96.04100000000032
1714,娃,791,0.0051,96.04610000000032
1715,筒,789,0.0051,96.05120000000032
1716,豪,789,0.0051,96.05630000000032
1717,籍,787,0.0051,96.06140000000032
1718,餐,786,0.0051,96.07160000000032
1719,轰,786,0.0051,96.06650000000032
1720,尘,782,0.005,96.07660000000031
1721,敲,781,0.005,96.08160000000031
1722,帐,779,0.005,96.0866000000003
1723,撞,776,0.005,96.0916000000003
1724,钠,775,0.005,96.10160000000029
1725,牢,775,0.005,96.0966000000003
1726,肿,773,0.005,96.10660000000028
1727,盲,773,0.005,96.11160000000028
1728,腊,772,0.005,96.11660000000028
1729,锐,771,0.005,96.12160000000027
1730,返,771,0.005,96.12660000000027
1731,骗,771,0.005,96.13160000000026
1732,骑,770,0.005,96.14660000000025
1733,扣,770,0.005,96.14160000000025
1734,寺,770,0.005,96.13660000000026
1735,沈,767,0.0049,96.15640000000026
1736,醉,767,0.0049,96.15150000000025
1737,纹,765,0.0049,96.16130000000027
1738,纺,764,0.0049,96.16620000000027
1739,泰,763,0.0049,96.17110000000028
1740,盟,756,0.0049,96.18090000000029
1741,辟,756,0.0049,96.17600000000029
1742,丛,755,0.0049,96.1858000000003
1743,拒,754,0.0048,96.1954000000003
1744,忧,754,0.0048,96.1906000000003
1745,魏,753,0.0048,96.20020000000031
1746,躲,752,0.0048,96.20500000000031
1747,纤,748,0.0048,96.20980000000031
1748,肖,748,0.0048,96.21460000000032
1749,悬,747,0.0048,96.22900000000033
1750,旱,747,0.0048,96.21940000000032
1751,晋,747,0.0048,96.22420000000032
1752,祭,746,0.0048,96.24340000000034
1753,誉,746,0.0048,96.23380000000033
1754,谱,746,0.0048,96.23860000000033
1755,箭,745,0.0048,96.24820000000034
1756,狭,745,0.0048,96.25300000000034
1757,饿,745,0.0048,96.25780000000034
1758,驱,743,0.0048,96.26260000000035
1759,冯,742,0.0048,96.26740000000035
1760,脂,742,0.0048,96.27220000000035
1761,斥,740,0.0048,96.27700000000036
1762,肤,739,0.0048,96.28180000000036
1763,椅,736,0.0047,96.28650000000036
1764,栽,735,0.0047,96.29120000000036
1765,仗,735,0.0047,96.29590000000036
1766,墓,734,0.0047,96.30060000000036
1767,舅,731,0.0047,96.31470000000036
1768,碱,731,0.0047,96.31000000000036
1769,兽,731,0.0047,96.30530000000036
1770,锁,730,0.0047,96.31940000000036
1771,喂,729,0.0047,96.32410000000036
1772,抛,729,0.0047,96.32880000000036
1773,苍,728,0.0047,96.33350000000036
1774,臂,728,0.0047,96.33820000000036
1775,溪,727,0.0047,96.34290000000036
1776,胖,726,0.0047,96.34760000000036
1777,伐,724,0.0047,96.35700000000035
1778,汪,724,0.0047,96.35230000000035
1779,刷,723,0.0046,96.36160000000035
1780,稿,722,0.0046,96.36620000000035
1781,绳,719,0.0046,96.37080000000034
1782,剪,718,0.0046,96.38000000000034
1783,唤,718,0.0046,96.37540000000034
1784,凶,717,0.0046,96.38460000000033
1785,邮,716,0.0046,96.38920000000033
1786,齿,715,0.0046,96.39380000000033
1787,尝,715,0.0046,96.39840000000032
1788,漠,714,0.0046,96.40300000000032
1789,怨,712,0.0046,96.40760000000031
1790,络,712,0.0046,96.41220000000031
1791,撤,711,0.0046,96.41680000000031
1792,撒,711,0.0046,96.4214000000003
1793,筹,710,0.0046,96.4260000000003
1794,幽,709,0.0046,96.4306000000003
1795,渗,709,0.0046,96.4352000000003
1796,蛇,708,0.0046,96.43980000000029
1797,诱,707,0.0045,96.44430000000028
1798,抚,705,0.0045,96.44880000000028
1799,磷,704,0.0045,96.45330000000027
1800,逆,703,0.0045,96.45780000000026
1801,牵,701,0.0045,96.46230000000025
1802,诊,700,0.0045,96.46680000000025
1803,惨,699,0.0045,96.47130000000024
1804,抖,699,0.0045,96.47580000000023
1805,庙,699,0.0045,96.48030000000023
1806,株,699,0.0045,96.48480000000022
1807,浑,696,0.0045,96.48930000000021
1808,驶,695,0.0045,96.4938000000002
1809,泼,695,0.0045,96.4983000000002
1810,厌,692,0.0045,96.50730000000019
1811,怜,692,0.0045,96.50280000000019
1812,疲,691,0.0044,96.51170000000019
1813,厘,690,0.0044,96.5161000000002
1814,叙,690,0.0044,96.5205000000002
1815,嫁,687,0.0044,96.5293000000002
1816,跨,687,0.0044,96.5249000000002
1817,惠,685,0.0044,96.54250000000022
1818,哀,685,0.0044,96.53810000000021
1819,胃,685,0.0044,96.53370000000021
1820,蜜,683,0.0044,96.54690000000022
1821,梯,683,0.0044,96.55130000000023
1822,诺,681,0.0044,96.55570000000023
1823,悠,680,0.0044,96.56010000000023
1824,滩,680,0.0044,96.56450000000024
1825,笼,678,0.0044,96.56890000000024
1826,添,678,0.0044,96.57330000000024
1827,陪,676,0.0043,96.57760000000025
1828,挨,674,0.0043,96.58190000000025
1829,拳,673,0.0043,96.58620000000025
1830,晃,671,0.0043,96.59480000000025
1831,寂,671,0.0043,96.59910000000025
1832,倡,671,0.0043,96.60340000000025
1833,催,671,0.0043,96.59050000000025
1834,朴,670,0.0043,96.60770000000025
1835,郁,666,0.0043,96.61200000000025
1836,脊,663,0.0043,96.61630000000025
1837,扇,661,0.0043,96.62060000000025
1838,仓,661,0.0043,96.62490000000025
1839,魔,661,0.0043,96.62920000000025
1840,哎,660,0.0042,96.63760000000025
1841,蓄,660,0.0042,96.63340000000025
1842,棵,659,0.0042,96.64180000000025
1843,胀,658,0.0042,96.65020000000024
1844,眠,658,0.0042,96.64600000000024
1845,劣,657,0.0042,96.65440000000024
1846,秩,655,0.0042,96.65860000000023
1847,塘,654,0.0042,96.66280000000023
1848,孟,653,0.0042,96.67120000000023
1849,媳,653,0.0042,96.66700000000023
1850,廷,652,0.0042,96.67540000000022
1851,铃,650,0.0042,96.67960000000022
1852,胎,650,0.0042,96.68380000000022
1853,抹,648,0.0042,96.68800000000022
1854,吵,648,0.0042,96.69220000000021
1855,肢,647,0.0042,96.69640000000021
1856,拾,647,0.0042,96.70060000000021
1857,聪,646,0.0042,96.7048000000002
1858,寨,646,0.0042,96.7090000000002
1859,翠,645,0.0041,96.7131000000002
1860,赫,642,0.0041,96.71720000000019
1861,尿,641,0.0041,96.72130000000018
1862,疼,640,0.0041,96.72540000000018
1863,览,639,0.0041,96.72950000000017
1864,狼,638,0.0041,96.73360000000017
1865,轴,635,0.0041,96.73770000000016
1866,锦,635,0.0041,96.74180000000015
1867,夸,634,0.0041,96.74590000000015
1868,剑,633,0.0041,96.75000000000014
1869,牺,633,0.0041,96.75410000000014
1870,翼,633,0.0041,96.75820000000013
1871,卧,632,0.0041,96.76230000000012
1872,曼,629,0.004,96.77030000000013
1873,姆,629,0.004,96.76630000000013
1874,匠,628,0.004,96.77430000000014
1875,熊,627,0.004,96.78230000000015
1876,搜,627,0.004,96.77830000000014
1877,盈,624,0.004,96.78630000000015
1878,覆,623,0.004,96.79030000000016
1879,唇,621,0.004,96.79430000000016
1880,驾,620,0.004,96.79830000000017
1881,腺,618,0.004,96.80230000000017
1882,辅,617,0.004,96.80630000000018
1883,枯,616,0.004,96.81030000000018
1884,鞭,615,0.004,96.81430000000019
1885,翅,614,0.0039,96.81820000000019
1886,喘,614,0.0039,96.82210000000019
1887,肝,611,0.0039,96.82600000000019
1888,掘,610,0.0039,96.8299000000002
1889,歪,609,0.0039,96.8338000000002
1890,欺,608,0.0039,96.8377000000002
1891,疆,608,0.0039,96.8416000000002
1892,赋,608,0.0039,96.8455000000002
1893,婶,607,0.0039,96.8494000000002
1894,畅,606,0.0039,96.8533000000002
1895,葡,605,0.0039,96.8572000000002
1896,脾,605,0.0039,96.8611000000002
1897,哼,604,0.0039,96.86500000000021
1898,柜,603,0.0039,96.86890000000021
1899,兔,602,0.0039,96.87280000000021
1900,顽,601,0.0039,96.87670000000021
1901,藻,600,0.0039,96.88060000000021
1902,鸭,600,0.0039,96.88450000000022
1903,页,599,0.0039,96.90400000000022
1904,谐,599,0.0039,96.90010000000022
1905,侦,599,0.0039,96.89620000000022
1906,仇,599,0.0039,96.88840000000022
1907,睁,599,0.0039,96.89230000000022
1908,茫,598,0.0038,96.92680000000021
1909,拼,598,0.0038,96.90780000000022
1910,炭,598,0.0038,96.91160000000022
1911,锡,598,0.0038,96.91540000000022
1912,弦,598,0.0038,96.91920000000022
1913,滋,598,0.0038,96.92300000000021
1914,锻,596,0.0038,96.93440000000021
1915,脆,596,0.0038,96.93060000000021
1916,裤,594,0.0038,96.9420000000002
1917,卢,594,0.0038,96.93820000000021
1918,萌,592,0.0038,96.9458000000002
1919,骤,591,0.0038,96.9496000000002
1920,悦,590,0.0038,96.9534000000002
1921,氮,589,0.0038,96.9572000000002
1922,葬,589,0.0038,96.9610000000002
1923,棒,588,0.0038,96.9648000000002
1924,渠,588,0.0038,96.9686000000002
1925,诞,588,0.0038,96.97240000000019
1926,斑,587,0.0038,96.97620000000019
1927,浩,586,0.0038,96.98000000000019
1928,盒,585,0.0038,96.98380000000019
1929,遥,585,0.0038,96.98760000000019
1930,颤,584,0.0038,96.99140000000018
1931,扮,583,0.0037,96.99510000000018
1932,扯,581,0.0037,97.00620000000016
1933,颈,581,0.0037,97.00250000000017
1934,玲,581,0.0037,96.99880000000017
1935,丑,576,0.0037,97.00990000000016
1936,摊,576,0.0037,97.01360000000015
1937,桑,575,0.0037,97.01730000000015
1938,盗,575,0.0037,97.02100000000014
1939,柏,574,0.0037,97.03210000000013
1940,唉,574,0.0037,97.02470000000014
1941,戒,574,0.0037,97.02840000000013
1942,凌,573,0.0037,97.03950000000012
1943,羽,573,0.0037,97.03580000000012
1944,胁,572,0.0037,97.04320000000011
1945,捷,570,0.0037,97.04690000000011
1946,皱,570,0.0037,97.0506000000001
1947,堡,568,0.0037,97.0543000000001
1948,嚷,567,0.0036,97.0579000000001
1949,挣,567,0.0036,97.06150000000011
1950,淋,566,0.0036,97.06510000000011
1951,陵,566,0.0036,97.06870000000012
1952,彭,564,0.0036,97.07230000000013
1953,茂,564,0.0036,97.07590000000013
1954,吊,562,0.0036,97.07950000000014
1955,愁,561,0.0036,97.08310000000014
1956,巡,560,0.0036,97.08670000000015
1957,寸,558,0.0036,97.09390000000016
1958,纱,558,0.0036,97.09750000000017
1959,惑,558,0.0036,97.09030000000016
1960,董,557,0.0036,97.10110000000017
1961,勾,556,0.0036,97.10470000000018
1962,昂,555,0.0036,97.10830000000018
1963,阐,555,0.0036,97.11190000000019
1964,纬,554,0.0036,97.1155000000002
1965,逢,554,0.0036,97.1191000000002
1966,披,552,0.0036,97.12630000000021
1967,恼,552,0.0036,97.12270000000021
1968,佩,551,0.0035,97.12980000000022
1969,妥,548,0.0035,97.13330000000022
1970,萄,548,0.0035,97.13680000000022
1971,迈,547,0.0035,97.15080000000023
1972,坛,547,0.0035,97.14030000000022
1973,署,547,0.0035,97.14730000000023
1974,姨,547,0.0035,97.15430000000023
1975,肾,547,0.0035,97.14380000000023
1976,仲,545,0.0035,97.15780000000024
1977,邀,544,0.0035,97.16130000000024
1978,莱,544,0.0035,97.16480000000024
1979,辽,544,0.0035,97.16830000000024
1980,阀,543,0.0035,97.17180000000025
1981,猜,541,0.0035,97.17530000000025
1982,弥,541,0.0035,97.17880000000025
1983,瞪,540,0.0035,97.18230000000025
1984,韩,539,0.0035,97.18580000000026
1985,臭,539,0.0035,97.18930000000026
1986,脖,539,0.0035,97.19280000000026
1987,掏,535,0.0034,97.19620000000026
1988,妨,535,0.0034,97.19960000000026
1989,燥,534,0.0034,97.20300000000026
1990,酷,534,0.0034,97.20640000000026
1991,蚁,533,0.0034,97.20980000000026
1992,鸿,532,0.0034,97.21320000000026
1993,棚,531,0.0034,97.21660000000026
1994,芦,531,0.0034,97.22000000000025
1995,漏,531,0.0034,97.22340000000025
1996,凯,531,0.0034,97.22680000000025
1997,浸,530,0.0034,97.23020000000025
1998,舰,530,0.0034,97.23360000000025
1999,狱,529,0.0034,97.23700000000025
2000,踪,528,0.0034,97.24040000000025
2001,氛,528,0.0034,97.24380000000025
2002,摘,528,0.0034,97.24720000000025
2003,御,526,0.0034,97.25060000000025
2004,蔡,525,0.0034,97.25400000000025
2005,扔,524,0.0034,97.25740000000025
2006,硝,524,0.0034,97.26080000000024
2007,裕,523,0.0034,97.26420000000024
2008,氨,522,0.0034,97.26760000000024
2009,竭,522,0.0034,97.27100000000024
2010,蚕,521,0.0034,97.27440000000024
2011,疯,521,0.0034,97.27780000000024
2012,坑,521,0.0034,97.28120000000024
2013,愉,521,0.0034,97.28460000000024
2014,矮,520,0.0033,97.28790000000023
2015,嘉,520,0.0033,97.29120000000023
2016,掠,519,0.0033,97.30110000000022
2017,泄,519,0.0033,97.29450000000023
2018,叉,519,0.0033,97.29780000000022
2019,渴,517,0.0033,97.30440000000021
2020,冶,517,0.0033,97.30770000000021
2021,囊,515,0.0033,97.3110000000002
2022,辣,514,0.0033,97.3143000000002
2023,菊,511,0.0033,97.3176000000002
2024,凑,511,0.0033,97.3209000000002
2025,歇,510,0.0033,97.32420000000019
2026,嘻,510,0.0033,97.32750000000019
2027,雇,509,0.0033,97.33080000000018
2028,婴,508,0.0033,97.33740000000017
2029,泌,508,0.0033,97.34070000000017
2030,痕,508,0.0033,97.33410000000018
2031,亭,506,0.0033,97.35060000000016
2032,跌,506,0.0033,97.34730000000016
2033,夕,506,0.0033,97.34400000000016
2034,册,505,0.0032,97.35380000000016
2035,螺,505,0.0032,97.35700000000017
2036,贮,505,0.0032,97.36020000000018
2037,淀,504,0.0032,97.36660000000019
2038,贪,504,0.0032,97.3698000000002
2039,庞,504,0.0032,97.36340000000018
2040,铝,503,0.0032,97.3730000000002
2041,砖,503,0.0032,97.37620000000021
2042,僚,502,0.0032,97.37940000000022
2043,涛,502,0.0032,97.38260000000022
2044,耶,502,0.0032,97.38580000000023
2045,艳,502,0.0032,97.38900000000024
2046,玛,501,0.0032,97.39220000000024
2047,拆,500,0.0032,97.39540000000025
2048,绵,500,0.0032,97.39860000000026
2049,遮,499,0.0032,97.41140000000028
2050,慎,499,0.0032,97.40180000000026
2051,贾,499,0.0032,97.40500000000027
2052,贤,499,0.0032,97.40820000000028
2053,糟,498,0.0032,97.4178000000003
2054,鹿,498,0.0032,97.4210000000003
2055,霸,498,0.0032,97.41460000000029
2056,匹,497,0.0032,97.42420000000031
2057,挡,496,0.0032,97.43380000000033
2058,舱,496,0.0032,97.42740000000032
2059,咳,496,0.0032,97.43060000000033
2060,雀,495,0.0032,97.43700000000034
2061,赴,494,0.0032,97.44020000000035
2062,蚀,493,0.0032,97.44340000000035
2063,咽,492,0.0032,97.45300000000037
2064,饥,492,0.0032,97.44980000000037
2065,鹰,492,0.0032,97.44660000000036
2066,询,490,0.0032,97.46260000000039
2067,嘿,490,0.0032,97.45620000000038
2068,函,490,0.0032,97.45940000000039
2069,堪,489,0.0031,97.4657000000004
2070,嗓,488,0.0031,97.4719000000004
2071,嫩,488,0.0031,97.4750000000004
